filename,scene_graph
9FjUVia,0-glass on 9-face .  10-woman has 5-hair .  10-woman wearing 2-glass .  12-woman has 11-hand .  12-woman has 9-face .  12-woman wearing 0-glass .  2-glass on 10-woman .  8-nose on 6-face 
9HHSnfe,0-glass on 3-man .  10-hand of 1-man .  1-man has 10-hand .  1-man has 11-neck .  1-man has 4-hair .  1-man wearing 5-shirt .  3-man has 13-face .  3-man has 6-hair .  3-man has 9-ear .  3-man wearing 0-glass .  3-man wearing 14-shirt .  3-man wearing 15-jacket .  3-man wearing 8-tie .  9-ear of 3-man 
9mITvJA,11-window on 0-building .  11-window on 7-building .  13-building has 9-roof .  15-windshield on 4-car .  2-sign on 15-windshield .  9-roof on 13-building 
9xksTiP.jpg,0-glass on 3-man .  0-glass on 7-face .  10-nose of 5-woman .  15-letter on 1-sign .  1-sign has 15-letter .  3-man has 4-hair .  3-man has 7-face .  3-man wearing 0-glass .  3-man wearing 13-shirt .  3-man wearing 9-tie .  5-woman has 10-nose .  5-woman has 2-hair .  5-woman wearing 11-shirt .  7-face of 3-man 
a1F6RKt,0-nose of 6-man .  0-nose on 10-face .  10-face of 6-man .  1-mouth of 6-man .  2-eye of 6-man .  3-ear of 6-man .  4-eye of 6-man .  5-hand of 6-man .  6-man has 0-nose .  6-man has 10-face .  6-man has 12-hair .  6-man has 1-mouth .  6-man has 2-eye .  6-man has 3-ear .  6-man has 4-eye .  6-man has 5-hand .  6-man has 8-neck .  6-man wearing 11-shirt .  6-man wearing 9-tie 
A5t5Zkf,0-man has 11-arm .  0-man has 1-head .  0-man has 2-hand .  0-man has 3-face .  0-man has 6-hand .  0-man has 7-hair .  0-man has 9-arm .  0-man wearing 5-pant .  0-man wearing 8-jacket .  11-arm of 0-man .  1-head of 0-man .  2-hand of 0-man .  3-face of 0-man .  6-hand of 0-man .  7-hair on 1-head .  9-arm of 0-man 
aaQaOEz,man.   1-face .  hair.  sign
AGGHufY,icon
AJvEoxw,12-face of 7-woman .  2-man has 1-hair .  2-man has 3-nose .  2-man has 8-head .  2-man wearing 4-shirt .  3-nose of 2-man .  7-woman on 11-screen 
aK7Mzo4,10-man has 0-hair .  10-man has 12-eye .  10-man has 2-nose .  10-man has 3-eye .  10-man has 4-neck .  10-man has 5-ear .  10-man has 6-mouth .  10-man has 7-face .  10-man has 8-eye .  10-man wearing 1-shirt .  12-eye of 10-man .  2-nose of 10-man .  2-nose on 7-face .  3-eye of 10-man .  5-ear of 10-man .  6-mouth of 10-man .  7-face of 10-man .  8-eye of 10-man 
aKBYqSs,0-glass on 2-man .  0-glass on 6-face .  10-ear of 2-man .  12-mouth of 2-man .  2-man has 10-ear .  2-man has 12-mouth .  2-man has 1-hair .  2-man has 4-nose .  2-man has 6-face .  2-man on 5-bike .  2-man wearing 0-glass .  3-wheel on 5-bike .  4-nose of 2-man .  4-nose on 6-face .  5-bike has 3-wheel .  6-face of 2-man .  7-person riding 5-bike .  7-person wearing 0-glass 
AMzup5d,0-man has 9-hair .  0-man wearing 4-tie .  12-window on 15-building .  12-window on 2-building 
AQFwrJx,woman.  man.   12-letter .  fish.  hand.  eye.   3-face .   6-leg .   8-head 
Ar6lu6P,10-man has 15-ear .  10-man has 7-neck .  10-man has 8-hair .  11-face of 3-man .  14-man has 12-hair .  14-man has 1-ear .  14-man has 6-mouth .  14-man wearing 2-shirt .  15-ear of 10-man .  1-ear of 14-man .  3-man has 11-face .  3-man has 4-hair .  3-man has 5-nose .  3-man has 6-mouth .  3-man wearing 0-tie .  3-man wearing 9-shirt .  6-mouth of 14-man 
ArmX82G,0-nose on 3-face .  2-eye of 6-man .  6-man has 0-nose .  6-man has 2-eye 
AthUmaI,13-woman has 6-hair .  14-letter on 7-sign 
aTX7lyO,0-man has 4-face .  0-man wearing 10-glass .  0-man wearing 11-shirt .  10-glass on 0-man .  10-glass on 4-face .  1-face of 2-girl .  2-girl has 1-face .  2-girl has 3-hair .  2-girl wearing 8-shirt .  4-face of 0-man 
aXJH7EU,0-nose on 3-face .  12-hair on 8-head .  9-finger on 2-hand 
AY91zJl,0-hand of 2-man .  10-nose of 2-man .  10-nose on 4-face .  1-hand of 2-man .  2-man has 0-hand .  2-man has 10-nose .  2-man has 1-hand .  2-man has 4-face .  2-man has 5-head .  2-man wearing 9-shirt .  4-face of 2-man .  5-head of 2-man 
B_LgxAvVIAA_lu8,0-shirt has 9-logo .  1-man has 3-hair .  1-man has 6-face .  1-man has 8-mouth .  1-man wearing 0-shirt .  5-man has 3-hair .  6-face of 1-man .  8-mouth of 1-man .  9-logo on 0-shirt 
B0rKblC,meme background.   11-letter .  neck.   13-letter .   2-letter .   3-letter .   4-letter .   5-letter .  head.  arm.  button
b3N3bmV,1-man has 0-hair 
bCuLRM2,0-glass on 2-man .  0-glass on 4-face .  11-nose of 2-man .  11-nose on 4-face .  15-letter on 10-sign .  1-lamp behind 2-man .  2-man has 11-nose .  2-man has 3-hair .  2-man has 4-face .  2-man has 8-mouth .  2-man wearing 0-glass .  2-man wearing 6-shirt .  4-face of 2-man .  8-mouth of 2-man 
bcX0n1K,0-ear of 2-man .  1-nose of 2-man .  2-man has 0-ear .  2-man has 1-nose .  2-man has 3-hair .  2-man has 4-ear .  2-man has 5-mouth .  2-man has 6-eye .  2-man has 7-face .  2-man has 8-eye .  2-man has 9-head .  2-man wearing 10-shirt .  3-hair on 9-head .  4-ear of 2-man .  5-mouth of 2-man .  6-eye of 2-man .  7-face of 2-man .  8-eye of 2-man .  9-head of 2-man 
bDIJ7sx,0-tie near 14-neck .  0-tie on 3-man .  10-ear of 3-man .  11-face of 3-man .  12-eye of 3-man .  13-finger of 3-man .  13-finger on 1-hand .  1-hand of 3-man .  3-man has 10-ear .  3-man has 11-face .  3-man has 12-eye .  3-man has 13-finger .  3-man has 14-neck .  3-man has 1-hand .  3-man has 2-hair .  3-man has 4-nose .  3-man has 5-eye .  3-man has 6-eye .  3-man has 8-finger .  3-man has 9-mouth .  3-man wearing 0-tie .  3-man wearing 7-shirt .  4-nose of 3-man .  5-eye of 3-man .  6-eye of 3-man .  8-finger of 3-man .  8-finger on 1-hand .  9-mouth of 3-man 
bGZd5db,0-man has 9-face .  13-mouth of 1-man .  14-nose of 2-man .  1-man has 13-mouth .  1-man has 3-face .  1-man has 6-nose .  1-man wearing 8-hat .  2-man has 14-nose .  3-face of 1-man .  6-nose of 1-man .  6-nose on 3-face .  9-face of 0-man 
bHyYl3j,10-person wearing 14-tie .  10-person wearing 4-shirt .  1-man has 3-hair .  1-man has 8-face .  1-man wearing 14-tie .  1-man wearing 4-shirt .  2-face of 9-woman .  8-face of 1-man .  9-woman has 0-hair .  9-woman has 2-face 
BkZ356ICIAAEHId,10-mouth of 2-man .  11-face of 3-man .  14-face of 6-man .  1-tie on 3-man .  2-man has 10-mouth .  2-man wearing 0-tie .  3-man has 11-face .  3-man has 9-hair .  3-man wearing 1-tie .  3-man wearing 5-shirt .  6-man has 14-face .  6-man has 15-hair .  6-man wearing 4-shirt 
BmKzn6gIYAIwC-U,1-ear of 3-man .  2-hand of 3-man .  3-man has 1-ear .  3-man has 2-hand .  3-man has 4-hair .  3-man has 5-hand .  3-man has 7-face .  5-hand of 3-man .  7-face of 3-man .  8-man has 4-hair 
bmM6pSU,11-head of 2-man .  1-nose of 2-man .  2-man has 11-head .  2-man has 13-ear .  2-man has 14-hair .  2-man has 1-nose .  2-man has 3-face .  2-man has 5-hand .  2-man has 7-hand .  2-man wearing 6-shirt .  3-face of 2-man .  5-hand of 2-man .  7-hand of 2-man 
BNPocHU,0-man has 11-eye .  0-man has 1-hair .  0-man has 2-hand .  0-man has 4-hand .  0-man has 5-ear .  0-man has 6-nose .  0-man has 7-mouth .  0-man has 8-face .  0-man wearing 12-shirt .  0-man wearing 13-jacket .  11-eye of 0-man .  12-shirt under 13-jacket .  2-hand of 0-man .  4-hand of 0-man .  5-ear of 0-man .  6-nose of 0-man .  7-mouth of 0-man .  8-face of 0-man 
bnQlLeN,10-neck of 1-person .  14-eye of 1-person .  14-eye on 4-face .  1-person has 10-neck .  1-person has 14-eye .  1-person has 2-nose .  1-person has 3-hair .  1-person has 4-face .  1-person has 5-mouth .  1-person has 8-neck .  1-person has 9-ear .  1-person wearing 0-shirt .  2-nose of 1-person .  2-nose of 6-man .  2-nose on 4-face .  4-face of 1-person .  4-face of 6-man .  5-mouth of 1-person .  5-mouth of 6-man .  6-man has 2-nose .  6-man has 3-hair .  6-man has 4-face .  6-man wearing 0-shirt .  8-neck of 1-person .  9-ear of 1-person .  9-ear of 6-man 
bpc3wap,0-man has 13-face .  0-man has 14-mouth .  0-man has 2-hand .  0-man has 8-nose .  0-man has 9-hair .  10-flag behind 4-man .  13-face of 0-man .  14-mouth of 0-man .  1-glass on 4-man .  1-glass on 6-face .  2-hand of 0-man .  4-man has 12-hair .  4-man has 6-face .  4-man wearing 15-shirt .  4-man wearing 1-glass .  4-man wearing 3-tie .  5-flag behind 4-man .  6-face of 4-man .  8-nose of 0-man 
Bq3Oe2TIAAAUgik,0-short on 3-man .  1-hand of 3-man .  3-man has 1-hand .  3-man has 5-arm .  3-man has 9-arm .  3-man wearing 0-short .  3-man wearing 2-shirt .  5-arm of 3-man .  9-arm of 3-man 
BScSZDe,11-glass on 4-man .  11-glass on 6-face .  15-arm of 4-man .  2-hair on 7-head .  4-man has 15-arm .  4-man has 2-hair .  4-man has 6-face .  4-man has 7-head .  4-man wearing 0-sock .  4-man wearing 12-sock .  4-man wearing 13-sock .  4-man wearing 8-sock .  6-face of 4-man .  7-head of 4-man 
bspb4sM,12-mouth of 6-man .  1-man has 15-hair .  1-man wearing 14-shirt .  2-nose of 6-man .  2-nose on 4-face .  3-man wearing 10-tie .  3-man wearing 9-shirt .  4-face of 6-man .  6-man has 0-hair .  6-man has 12-mouth .  6-man has 2-nose .  6-man has 4-face .  6-man wearing 8-shirt 
BuTZiB-IAAIO3am,14-man wearing 15-shirt .  1-hand of 3-man .  2-nose of 3-man .  3-man has 11-head .  3-man has 13-face .  3-man has 1-hand .  3-man has 2-nose .  3-man has 4-ear .  3-man has 6-hair .  3-man has 8-hand .  3-man has 9-mouth .  3-man wearing 0-shirt .  4-ear of 3-man .  6-hair on 11-head .  8-hand of 3-man .  9-mouth of 3-man 
BVzBIgy,sign.  image.  screen.   4-person .  letter.   9-man 
BVzw01E,0-hat on 15-head .  0-hat on 3-man .  13-hair on 14-head .  15-head of 3-man .  3-man has 15-head .  3-man has 8-face .  3-man wearing 0-hat .  5-hat on 14-head .  8-face of 3-man 
BWopGu8,2-hair on 4-head .  3-man has 2-hair .  3-man has 4-head .  3-man wearing 1-tie .  3-man wearing 6-jacket .  3-man wearing 8-tie .  3-man wearing 9-shirt .  5-finger on 0-hand 
BXs0Wy8,0-hand of 1-man .  13-mouth of 1-man .  1-man has 0-hand .  1-man has 13-mouth .  1-man has 6-head .  1-man wearing 15-jacket .  1-man wearing 5-shirt .  2-man has 10-hair .  2-man has 8-hand .  5-shirt under 15-jacket .  6-head of 1-man .  8-hand of 2-man 
bxT32op,0-eye of 3-bird .  10-neck of 3-bird .  1-wing of 3-bird .  2-head of 3-bird .  3-bird has 0-eye .  3-bird has 10-neck .  3-bird has 1-wing .  3-bird has 2-head .  3-bird has 7-tail .  4-bird has 7-tail .  7-tail of 3-bird .  7-tail of 4-bird 
C5mm2gl,0-eye of 5-dog .  1-eye of 5-dog .  2-nose of 5-dog .  3-face of 5-dog .  5-dog has 0-eye .  5-dog has 1-eye .  5-dog has 2-nose .  5-dog has 3-face .  5-dog has 7-mouth .  5-dog has 8-eye .  5-dog has 9-hair .  7-mouth of 5-dog .  8-eye of 5-dog .  9-hair on 5-dog 
CagRUffUcAExvLF,0-glass on 4-face .  0-glass on 5-man .  11-neck of 6-woman .  14-letter on 2-sign .  15-mouth of 6-woman .  2-sign has 14-letter .  3-hair on 8-head .  4-face of 5-man .  5-man has 1-hair .  5-man has 4-face .  5-man has 9-nose .  5-man wearing 0-glass .  5-man wearing 10-tie .  6-woman has 11-neck .  6-woman has 15-mouth .  6-woman has 3-hair .  6-woman has 8-head .  8-head of 6-woman .  9-nose of 5-man .  9-nose on 4-face 
cAm7azy,1-bear has 7-eye 
CaqKlOXWIAAvy8L,0-glass on 2-man .  0-glass on 5-face .  10-nose of 6-woman .  11-mouth of 6-woman .  12-flag behind 2-man .  15-letter on 3-sign .  2-man has 1-hair .  2-man has 5-face .  2-man has 7-nose .  2-man wearing 0-glass .  2-man wearing 8-tie .  3-sign has 15-letter .  5-face of 2-man .  6-woman has 10-nose .  6-woman has 11-mouth .  6-woman has 13-neck .  6-woman has 4-hair .  7-nose of 2-man .  7-nose on 5-face 
CaQrRikUYAA3VrV,0-glass on 3-man .  0-glass on 8-face .  10-nose of 3-man .  10-nose on 8-face .  11-nose of 6-woman .  12-mouth of 6-woman .  13-head of 6-woman .  3-man has 10-nose .  3-man has 2-hair .  3-man has 8-face .  3-man wearing 0-glass .  6-woman has 11-nose .  6-woman has 12-mouth .  6-woman has 13-head .  6-woman has 9-hair .  8-face of 3-man .  9-hair on 13-head 
CboHZesW8AACcdP,0-glass on 11-man .  0-glass on 3-face .  10-nose of 1-woman .  11-man has 2-hair .  11-man has 3-face .  11-man wearing 0-glass .  15-letter on 5-sign .  1-woman has 10-nose .  1-woman has 12-neck .  1-woman has 4-hair .  1-woman has 8-face .  1-woman has 9-mouth .  3-face of 11-man .  5-sign has 15-letter .  8-face of 1-woman .  9-mouth of 1-woman 
CbYe-4SW8AAmvbJ,0-tie near 11-neck .  0-tie on 6-man .  10-ear of 6-man .  12-finger on 5-hand .  13-eye of 6-man .  1-glass on 6-man .  1-glass on 9-face .  4-mouth of 6-man .  6-man has 10-ear .  6-man has 11-neck .  6-man has 13-eye .  6-man has 2-hair .  6-man has 4-mouth .  6-man has 8-nose .  6-man has 9-face .  6-man wearing 0-tie .  6-man wearing 15-jacket .  6-man wearing 1-glass .  6-man wearing 3-shirt .  8-nose of 6-man .  8-nose on 9-face .  9-face of 6-man 
Cc8PZCkXIAAmG0f,10-eye of 13-woman .  13-woman has 0-hair .  13-woman has 10-eye .  13-woman has 1-eye .  13-woman has 2-neck .  13-woman has 3-eye .  13-woman has 4-nose .  13-woman has 5-face .  13-woman has 6-ear .  13-woman has 8-mouth .  1-eye of 13-woman .  2-neck of 13-woman .  3-eye of 13-woman .  4-nose of 13-woman .  4-nose on 5-face .  5-face of 13-woman .  6-ear of 13-woman .  8-mouth of 13-woman 
CcFmlzLW8AAxHkM,0-glass on 1-man .  0-glass on 4-face .  14-mouth of 6-woman .  15-letter on 5-sign .  1-man has 2-hair .  1-man has 4-face .  1-man has 8-nose .  1-man wearing 0-glass .  1-man wearing 10-tie .  4-face of 1-man .  6-woman has 11-neck .  6-woman has 14-mouth .  6-woman has 3-hair .  6-woman has 9-head .  8-nose of 1-man .  8-nose on 4-face .  9-head of 6-woman 
CcmXJPoUcAAkauM,10-man has 9-hair .  10-man wearing 0-tie .  13-mouth of 2-woman .  1-man has 4-face .  1-man has 5-hand .  1-man has 9-hair .  1-man wearing 0-tie .  1-man wearing 12-jacket .  1-man wearing 8-shirt .  2-woman has 13-mouth .  2-woman has 3-hair .  2-woman has 7-head .  2-woman wearing 11-jacket .  4-face of 1-man .  7-head of 2-woman 
Cco_BiaUMAAla6m,0-nose of 13-person .  0-nose of 4-man .  10-mouth of 1-man .  11-ear of 1-man .  13-person has 0-nose .  13-person has 15-eye .  13-person wearing 6-shirt .  14-face of 1-man .  15-eye of 4-man .  1-man has 10-mouth .  1-man has 11-ear .  1-man has 14-face .  1-man has 7-hair .  1-man has 8-nose .  1-man wearing 12-jacket .  2-eye of 13-person .  2-eye of 4-man .  3-ear of 4-man .  4-man has 0-nose .  4-man has 15-eye .  4-man has 2-eye .  4-man has 3-ear .  4-man has 9-mouth .  4-man wearing 6-shirt .  5-eye of 13-person .  5-eye of 4-man .  8-nose of 1-man .  9-mouth of 13-person .  9-mouth of 4-man 
CcsU2lQUEAEoeuW,0-glass on 4-man .  0-glass on 8-face .  11-nose of 4-man .  11-nose on 8-face .  12-mouth of 7-woman .  14-head of 7-woman .  4-man has 11-nose .  4-man has 1-hair .  4-man has 8-face .  4-man wearing 0-glass .  6-hair on 14-head .  7-woman has 12-mouth .  7-woman has 14-head .  7-woman has 6-hair .  8-face of 4-man .  9-flag behind 4-man 
CdPJdPnVIAQqX9G,12-mouth of 2-man .  13-eye of 14-man .  13-eye of 2-man .  14-man has 0-hair .  14-man wearing 3-tie .  14-man wearing 6-shirt .  15-eye of 2-man .  1-hand of 11-man .  1-hand of 2-man .  2-man has 0-hair .  2-man has 12-mouth .  2-man has 13-eye .  2-man has 15-eye .  2-man has 4-ear .  2-man has 5-nose .  2-man has 7-face .  2-man has 8-eye .  2-man has 9-neck .  2-man wearing 10-jacket .  2-man wearing 3-tie .  2-man wearing 6-shirt .  3-tie near 9-neck .  4-ear of 2-man .  5-nose of 14-man .  5-nose of 2-man .  7-face of 2-man .  8-eye of 2-man 
CdsdCaHXIAEw1An, 0-letter .   4-sign .   5-letter .   6-letter .   7-letter .   8-letter 
CdXi98yXEAA33CR,0-man has 3-arm .  0-man has 8-head .  0-man wearing 5-jacket .  1-person wearing 9-jacket .  3-arm of 0-man .  4-man wearing 9-jacket .  8-head of 0-man 
CecBrceWQAQR19j,0-glass on 7-face .  0-glass on 8-man .  10-face of 13-woman .  11-man wearing 14-hat .  11-man wearing 5-shirt .  13-woman has 10-face .  13-woman has 6-hair .  14-hat on 11-man .  1-nose of 8-man .  1-nose on 7-face .  2-tie on 8-man .  7-face of 8-man .  8-man has 1-nose .  8-man has 4-hair .  8-man has 7-face .  8-man wearing 0-glass .  8-man wearing 12-shirt .  8-man wearing 2-tie 
Cf87U8rW4AAtlvE,0-glass on 1-man .  0-glass on 5-face .  1-man has 2-hair .  1-man has 5-face .  1-man wearing 0-glass .  3-woman has 14-neck .  3-woman has 4-hair .  3-woman has 7-face .  5-face of 1-man .  7-face of 3-woman 
CFa0OLu,0-glass on 14-man .  0-glass on 2-face .  10-letter on 4-sign .  11-letter on 4-sign .  12-eye of 14-man .  13-letter on 4-sign .  14-man has 12-eye .  14-man has 1-eye .  14-man has 2-face .  14-man has 3-nose .  14-man wearing 0-glass .  15-letter on 4-sign .  1-eye of 14-man .  1-eye on 2-face .  2-face of 14-man .  3-nose of 14-man .  3-nose on 2-face .  5-letter on 4-sign .  6-letter on 4-sign .  7-letter on 4-sign .  8-letter on 4-sign .  9-letter on 4-sign 
CfU-_jqW4AAmTBw,0-tie near 8-neck .  0-tie on 3-man .  10-man has 11-face .  10-man has 6-hair .  11-face of 10-man .  12-flag behind 3-man .  13-head of 3-man .  2-ear of 3-man .  3-man has 13-head .  3-man has 2-ear .  3-man has 4-hair .  3-man has 7-face .  3-man has 8-neck .  3-man wearing 0-tie .  3-man wearing 1-shirt .  4-hair on 13-head .  7-face of 3-man 
CfUTJmj,0-glass on 14-face .  0-glass on 1-man .  12-man wearing 11-tie .  12-man wearing 6-glass .  14-face of 1-man .  1-man has 13-hair .  1-man has 14-face .  1-man wearing 0-glass .  1-man wearing 7-shirt .  6-glass on 2-face .  8-woman has 10-hair 
CguD5hk, 0-eye .   10-letter .   12-letter .   13-letter .   14-letter .   15-face .  frog.   2-head .  eye.   4-eye .   7-letter .   8-letter .   9-letter 
CibcteKWsAEgqh0,2-glass on 10-face .  9-helmet on 14-head 
CIFrUHV,0-arm of 1-man .  12-face of 3-man .  15-arm of 1-man .  1-man has 0-arm .  1-man has 15-arm .  1-man has 4-hand .  1-man has 9-leg .  1-man wearing 14-pant .  3-man has 12-face .  3-man has 7-head .  3-man has 8-hand .  3-man wearing 11-shirt .  3-man wearing 6-hat .  6-hat on 3-man .  6-hat on 7-head .  7-head of 3-man .  8-hand of 3-man .  9-leg of 1-man 
CjRhYGU,0-hat on 15-man .  15-man wearing 0-hat 
CjZPiloXAAA1v_W,10-eye of 6-man .  11-eye of 6-man .  12-sign behind 6-man .  14-ear of 6-man .  1-glass on 4-face .  1-glass on 6-man .  3-nose of 6-man .  3-nose on 4-face .  4-face of 6-man .  5-mouth of 6-man .  6-man has 0-hair .  6-man has 10-eye .  6-man has 11-eye .  6-man has 13-neck .  6-man has 14-ear .  6-man has 3-nose .  6-man has 4-face .  6-man has 5-mouth .  6-man has 8-ear .  6-man wearing 1-glass .  6-man wearing 9-jacket .  8-ear of 6-man 
CkbzAqAUoAUJ311,5-hat on 9-head .  6-nose on 4-face 
CkhmsCi,2-face of 7-woman .  3-man has 6-hair .  3-man has 8-face .  3-man wearing 11-shirt .  3-man wearing 15-jacket .  3-man wearing 4-shirt .  7-woman has 0-hair .  7-woman has 2-face .  8-face of 3-man 
cljHNxO,0-glass on 3-man .  0-glass on 8-face .  11-nose of 7-woman .  13-mouth of 7-woman .  3-man has 1-hair .  3-man has 8-face .  3-man wearing 0-glass .  3-man wearing 10-tie .  7-woman has 11-nose .  7-woman has 13-mouth .  7-woman has 5-hair .  7-woman has 9-head .  8-face of 3-man .  9-head of 7-woman 
Cm96pUGVMAA7HQz,10-sign has 15-letter .  10-sign on 9-table .  11-arm of 4-man .  15-letter on 10-sign .  3-hand of 4-man .  4-man has 11-arm .  4-man has 1-hand .  4-man has 3-hand .  4-man has 5-hair .  4-man wearing 0-tie .  4-man wearing 7-shirt .  4-man wearing 8-jacket .  6-head has 5-hair 
CMQqhImUkAAKeno,0-tie near 8-neck .  0-tie on 2-man .  10-eye of 2-man .  11-ear of 2-man .  12-eye of 2-man .  13-eye of 2-man .  14-mouth of 2-man .  1-hair on 6-head .  2-man has 10-eye .  2-man has 11-ear .  2-man has 12-eye .  2-man has 13-eye .  2-man has 14-mouth .  2-man has 1-hair .  2-man has 4-nose .  2-man has 5-face .  2-man has 6-head .  2-man has 7-ear .  2-man has 8-neck .  2-man wearing 0-tie .  2-man wearing 3-shirt .  2-man wearing 9-jacket .  3-shirt under 9-jacket .  4-nose of 2-man .  5-face of 2-man .  6-head of 2-man .  7-ear of 2-man 
COkaPpN,10-letter on 0-sign .  15-face has 5-eye .  2-letter on 0-sign .  3-letter on 0-sign .  5-eye on 15-face .  8-letter on 0-sign 
CpGttnLXYAATNHh,11-nose on 8-face .  12-man has 2-hand .  13-face of 3-man .  3-man has 13-face .  3-man has 6-hair .  3-man has 9-head .  3-man wearing 0-tie .  3-man wearing 4-shirt .  6-hair on 9-head .  9-head of 3-man 
CPVA4poWoAAhOs6,0-eye of 7-woman .  10-neck of 7-woman .  11-letter on 8-sign .  12-head of 7-woman .  15-letter on 8-sign .  1-nose of 7-woman .  3-eye of 7-woman .  4-face of 7-woman .  5-mouth of 7-woman .  7-woman has 0-eye .  7-woman has 10-neck .  7-woman has 12-head .  7-woman has 1-nose .  7-woman has 2-hair .  7-woman has 3-eye .  7-woman has 4-face .  7-woman has 5-mouth .  7-woman has 9-eye .  7-woman wearing 6-shirt .  9-eye of 7-woman 
CqMB3fnW8AAsYQp,0-man holding 12-box .  0-man wearing 2-hat .  0-man wearing 8-shoe .  10-man wearing 2-hat 
Crp2aRz,12-window on 4-tower .  2-window on 4-tower 
CsdehGlWgAAv2HI, 0-man .   2-person .  hair.  jacket
CUsbUT2,10-head of 4-man .  15-hair on 10-head .  4-man has 10-head .  4-man has 15-hair .  4-man wearing 0-shirt 
CuvsjyLWgAAXnz9,0-man wearing 1-shirt .  11-hair on 6-head .  13-head of 4-man .  2-face of 4-man .  4-man has 13-head .  4-man has 14-hair .  4-man has 2-face .  5-man has 11-hair .  5-man wearing 12-glass .  6-head of 5-man .  7-face of 0-man 
CVf4HDmWcAE_Q4m,0-man has 7-hair .  0-man wearing 3-jacket .  0-man wearing 4-glass .  0-man wearing 9-shirt .  10-hair on 6-head .  1-face of 2-man .  2-man has 10-hair .  2-man has 1-face .  2-man has 6-head .  4-glass on 0-man .  6-head of 2-man 
CVjO3Sz, 10-letter .   11-letter .   12-letter .  star.   14-letter .   2-letter .  letter.   4-letter .   5-letter .   7-letter .   8-letter 
CvOg2va,0-nose of 12-man .  12-man has 0-nose .  7-hair on 14-head 
CW7tNBQU0AIADyq,12-letter on 11-logo 
CwHWOROW8AA09nd,0-hat on 12-man .  10-face on 4-clock .  12-man wearing 0-hat .  12-man wearing 9-tie .  15-person wearing 7-hat .  1-man has 5-hand .  1-man wearing 0-hat .  5-hand of 1-man 
CWxcn8cWcAEOWqO,0-nose of 9-woman .  0-nose on 5-face .  1-mouth of 9-woman .  2-eye of 9-woman .  3-eye of 9-woman .  5-face of 9-woman .  6-eye of 9-woman .  9-woman has 0-nose .  9-woman has 13-hair .  9-woman has 1-mouth .  9-woman has 2-eye .  9-woman has 3-eye .  9-woman has 5-face .  9-woman has 6-eye .  9-woman has 7-hair 
CySpKqI,0-tie near 6-neck .  0-tie on 1-man .  1-man has 3-hair .  1-man has 4-face .  1-man has 5-head .  1-man has 6-neck .  1-man wearing 0-tie .  1-man wearing 2-shirt .  1-man wearing 9-jacket .  2-shirt under 9-jacket .  3-hair on 5-head .  4-face of 1-man .  5-head of 1-man 
CZrwNVe,0-ear of 4-man .  11-face of 4-man .  13-eye of 4-man .  15-head of 4-man .  2-tie on 4-man .  3-nose of 4-man .  4-man has 0-ear .  4-man has 11-face .  4-man has 13-eye .  4-man has 15-head .  4-man has 1-hair .  4-man has 3-nose .  4-man wearing 2-tie .  4-man wearing 5-shirt .  6-man has 10-hair .  6-man has 12-face .  6-man has 8-ear .  8-ear of 6-man 
D1uY1Ye,0-bird on 3-street 
D1xG5,15-man has 9-leg .  15-man wearing 0-boot .  15-man wearing 11-shoe .  15-man wearing 12-shoe .  15-man wearing 4-shoe .  15-man wearing 6-shoe .  15-man wearing 8-boot .  9-leg of 15-man 
D40IF3q,10-eye of 11-man .  10-eye of 13-boy .  13-boy has 0-hair .  13-boy wearing 1-shirt .  2-eye of 13-boy .  4-eye of 13-boy .  5-mouth of 13-boy .  6-nose of 13-boy .  6-nose on 8-face .  7-ear of 13-boy .  8-face of 13-boy 
D4k0puo,12-person has 2-head .  12-person has 4-hair .  12-person has 5-hand .  12-person wearing 13-jacket .  2-head of 12-person .  4-hair on 2-head .  5-hand of 12-person 
d5ZqKJ5,2-nose on 6-face .  6-face has 0-eye .  6-face has 11-nose .  6-face has 14-nose .  6-face has 1-eye .  6-face has 2-nose .  6-face has 3-hair .  6-face has 4-eye .  6-face has 5-mouth 
D65y7fq, 0-tree .  river.   12-tree .   13-letter .   14-tree .   1-tree .   2-tree .   3-tree .   5-tree .   6-letter .   7-letter .   8-letter 
D9Hn7ll,3-letter on 2-paper 
D9Zr2dU,10-nose of 5-woman .  1-face of 5-woman .  4-mouth of 5-woman .  5-woman has 10-nose .  5-woman has 1-face .  5-woman has 4-mouth .  5-woman has 7-hair .  5-woman has 8-nose .  8-nose of 5-woman 
DAJu7lB,0-glass on 2-man .  0-glass on 5-face .  10-head of 6-woman .  11-letter on 3-sign .  12-letter on 3-sign .  13-letter on 7-sign .  2-man has 1-hair .  2-man has 5-face .  2-man has 8-nose .  2-man wearing 0-glass .  3-sign has 11-letter .  4-hair on 10-head .  5-face of 2-man .  6-woman has 10-head .  6-woman has 4-hair .  6-woman has 9-mouth .  8-nose of 2-man .  8-nose on 5-face .  9-mouth of 6-woman 
DB1R0kO,4-man has 9-face .  8-woman has 6-hair .  9-face of 4-man 
DBSMGfC,15-face of 1-man .  1-man has 15-face .  1-man has 2-hair .  1-man wearing 5-glass .  1-man wearing 8-jacket .  7-man wearing 5-glass .  8-jacket on 1-man 
dCBEORM, 11-letter .  sign.   8-sign .   9-sign 
