filename,scene_graph
C5mm2gl,0-eye of 5-dog . 1-eye of 5-dog . 2-nose of 5-dog . 3-face of 5-dog . 4-face of 5-dog . 5-dog has 0-eye . 5-dog has 1-eye . 5-dog has 2-nose . 5-dog has 3-face . 5-dog has 4-face . 5-dog has 6-eye . 5-dog has 7-mouth . 5-dog has 8-eye . 5-dog has 9-hair . 6-eye of 5-dog . 7-mouth of 5-dog . 8-eye of 5-dog . 9-hair on 5-dog 
CagRUffUcAExvLF,0-glass on 4-face . 0-glass on 5-man . 11-neck of 6-woman . 14-letter on 2-sign . 15-mouth of 6-woman . 2-sign has 14-letter . 3-hair on 8-head . 4-face of 5-man . 5-man has 1-hair . 5-man has 4-face . 5-man has 9-nose . 5-man wearing 0-glass . 5-man wearing 10-tie . 5-man wearing 13-shirt . 6-woman has 11-neck . 6-woman has 15-mouth . 6-woman has 3-hair . 6-woman has 8-head . 6-woman holding 7-sign . 8-head of 6-woman . 9-nose of 5-man . 9-nose on 4-face 
cAm7azy,0-eye on 1-bear . 10-curtain on 3-window . 11-sign in 3-window . 12-face of 1-bear . 1-bear eating 9-food . 1-bear has 0-eye . 1-bear has 12-face . 1-bear has 5-head . 1-bear has 6-eye . 1-bear has 7-eye . 1-bear on 14-table . 2-plant near 15-building . 4-box on 14-table . 5-head of 1-bear . 6-eye on 1-bear . 7-eye of 1-bear . 8-flower in 4-box . 9-food in 4-box . 9-food on 14-table 
CaqKlOXWIAAvy8L,0-glass on 2-man . 0-glass on 5-face . 10-nose of 6-woman . 11-mouth of 6-woman . 12-flag behind 2-man . 15-letter on 3-sign . 2-man has 1-hair . 2-man has 5-face . 2-man has 7-nose . 2-man wearing 0-glass . 2-man wearing 14-shirt . 2-man wearing 8-tie . 3-sign has 15-letter . 5-face of 2-man . 6-woman has 10-nose . 6-woman has 11-mouth . 6-woman has 13-neck . 6-woman has 4-hair . 7-nose of 2-man . 7-nose on 5-face 
CaQrRikUYAA3VrV,0-glass on 3-man . 0-glass on 8-face . 10-nose of 3-man . 10-nose on 8-face . 11-nose of 6-woman . 12-mouth of 6-woman . 13-head of 6-woman . 3-man has 10-nose . 3-man has 2-hair . 3-man has 8-face . 3-man wearing 0-glass . 6-woman has 11-nose . 6-woman has 12-mouth . 6-woman has 13-head . 6-woman has 9-hair . 6-woman wearing 14-shirt . 8-face of 3-man . 9-hair on 13-head 
CboHZesW8AACcdP,0-glass on 11-man . 0-glass on 3-face . 10-nose of 1-woman . 11-man has 2-hair . 11-man has 3-face . 11-man holding 6-racket . 11-man wearing 0-glass . 11-man wearing 14-shirt . 15-letter on 5-sign . 1-woman has 10-nose . 1-woman has 12-neck . 1-woman has 4-hair . 1-woman has 8-face . 1-woman has 9-mouth . 1-woman wearing 7-shirt . 3-face of 11-man . 5-sign has 15-letter . 8-face of 1-woman . 9-mouth of 1-woman 
CbYe-4SW8AAmvbJ,0-tie near 11-neck . 0-tie on 6-man . 10-ear of 6-man . 12-finger of 14-man . 12-finger on 5-hand . 13-eye of 6-man . 14-man has 12-finger . 14-man has 5-hand . 14-man wearing 15-jacket . 1-glass on 6-man . 1-glass on 9-face . 4-mouth of 6-man . 6-man has 10-ear . 6-man has 11-neck . 6-man has 13-eye . 6-man has 2-hair . 6-man has 4-mouth . 6-man has 8-nose . 6-man has 9-face . 6-man wearing 0-tie . 6-man wearing 15-jacket . 6-man wearing 1-glass . 6-man wearing 3-shirt . 7-flower in 5-hand . 8-nose of 6-man . 8-nose on 9-face . 9-face of 6-man 
Cc8PZCkXIAAmG0f,10-eye of 13-woman . 11-letter on 12-sign . 11-letter on 9-building . 12-sign on 9-building . 13-woman has 0-hair . 13-woman has 10-eye . 13-woman has 1-eye . 13-woman has 2-neck . 13-woman has 3-eye . 13-woman has 4-nose . 13-woman has 5-face . 13-woman has 6-ear . 13-woman has 8-mouth . 13-woman wearing 7-shirt . 15-letter on 12-sign . 15-letter on 9-building . 1-eye of 13-woman . 2-neck of 13-woman . 3-eye of 13-woman . 4-nose of 13-woman . 4-nose on 5-face . 5-face of 13-woman . 6-ear of 13-woman . 8-mouth of 13-woman . 9-building behind 13-woman 
CcFmlzLW8AAxHkM,0-glass on 1-man . 0-glass on 4-face . 14-mouth of 6-woman . 15-letter on 5-sign . 1-man has 2-hair . 1-man has 4-face . 1-man has 8-nose . 1-man wearing 0-glass . 1-man wearing 10-tie . 1-man wearing 13-shirt . 4-face of 1-man . 6-woman has 11-neck . 6-woman has 14-mouth . 6-woman has 3-hair . 6-woman has 9-head . 6-woman holding 12-sign . 8-nose of 1-man . 8-nose on 4-face . 9-head of 6-woman 
CcmXJPoUcAAkauM,10-man has 9-hair . 10-man wearing 0-tie . 13-mouth of 2-woman . 1-man has 4-face . 1-man has 5-hand . 1-man has 9-hair . 1-man wearing 0-tie . 1-man wearing 12-jacket . 1-man wearing 8-shirt . 2-woman has 13-mouth . 2-woman has 3-hair . 2-woman has 7-head . 2-woman wearing 11-jacket . 2-woman wearing 14-tie . 2-woman wearing 6-shirt . 4-face of 1-man . 7-head of 2-woman 
Cco_BiaUMAAla6m,0-nose of 13-person . 0-nose of 4-man . 10-mouth of 1-man . 11-ear of 1-man . 13-person has 0-nose . 13-person has 15-eye . 13-person wearing 6-shirt . 14-face of 1-man . 15-eye of 4-man . 1-man has 10-mouth . 1-man has 11-ear . 1-man has 14-face . 1-man has 7-hair . 1-man has 8-nose . 1-man wearing 12-jacket . 2-eye of 13-person . 2-eye of 4-man . 3-ear of 4-man . 4-man has 0-nose . 4-man has 15-eye . 4-man has 2-eye . 4-man has 3-ear . 4-man has 9-mouth . 4-man wearing 6-shirt . 5-eye of 13-person . 5-eye of 4-man . 8-nose of 1-man . 9-mouth of 13-person . 9-mouth of 4-man 
CcsU2lQUEAEoeuW,0-glass on 4-man . 0-glass on 8-face . 11-nose of 4-man . 11-nose on 8-face . 12-mouth of 7-woman . 14-head of 7-woman . 4-man has 11-nose . 4-man has 1-hair . 4-man has 8-face . 4-man wearing 0-glass . 4-man wearing 13-shirt . 6-hair on 14-head . 7-woman has 12-mouth . 7-woman has 14-head . 7-woman has 6-hair . 7-woman on 3-screen . 7-woman wearing 15-shirt . 8-face of 4-man . 9-flag behind 4-man 
CdPJdPnVIAQqX9G,11-man has 1-hand . 11-man wearing 10-jacket . 12-mouth of 2-man . 13-eye of 14-man . 13-eye of 2-man . 14-man has 0-hair . 14-man wearing 3-tie . 14-man wearing 6-shirt . 15-eye of 2-man . 1-hand of 11-man . 1-hand of 2-man . 2-man has 0-hair . 2-man has 12-mouth . 2-man has 13-eye . 2-man has 15-eye . 2-man has 4-ear . 2-man has 5-nose . 2-man has 7-face . 2-man has 8-eye . 2-man has 9-neck . 2-man wearing 10-jacket . 2-man wearing 3-tie . 2-man wearing 6-shirt . 3-tie near 9-neck . 4-ear of 2-man . 5-nose of 14-man . 5-nose of 2-man . 7-face of 2-man . 8-eye of 2-man 
CdsdCaHXIAEw1An,0-letter on 4-sign . 2-logo on 4-sign . 3-letter on 4-sign . 4-sign has 2-logo . 5-letter on 4-sign . 6-letter on 4-sign . 7-letter on 4-sign . 8-letter on 4-sign 
CdXi98yXEAA33CR,0-man has 3-arm . 0-man has 8-head . 0-man wearing 5-jacket . 10-number on 11-screen . 11-screen has 6-logo . 1-person wearing 9-jacket . 3-arm of 0-man . 4-man wearing 9-jacket . 6-logo on 11-screen . 8-head of 0-man 
CecBrceWQAQR19j,0-glass on 7-face . 0-glass on 8-man . 10-face of 13-woman . 11-man wearing 14-hat . 11-man wearing 5-shirt . 11-man wearing 9-glove . 13-woman has 10-face . 13-woman has 6-hair . 14-hat on 11-man . 1-nose of 8-man . 1-nose on 7-face . 2-tie on 8-man . 7-face of 8-man . 8-man has 1-nose . 8-man has 4-hair . 8-man has 7-face . 8-man wearing 0-glass . 8-man wearing 12-shirt . 8-man wearing 2-tie 
Cf87U8rW4AAtlvE,0-glass on 1-man . 0-glass on 5-face . 10-man on 15-screen . 1-man has 2-hair . 1-man has 5-face . 1-man wearing 0-glass . 3-woman has 14-neck . 3-woman has 4-hair . 3-woman has 7-face . 3-woman wearing 11-shirt . 5-face of 1-man . 6-sign in 9-screen . 7-face of 3-woman . 8-sign on 9-screen . 9-screen behind 1-man 
CFa0OLu,0-glass on 14-man . 0-glass on 2-face . 10-letter on 4-sign . 11-letter on 4-sign . 12-eye of 14-man . 13-letter on 4-sign . 14-man has 12-eye . 14-man has 1-eye . 14-man has 2-face . 14-man has 3-nose . 14-man wearing 0-glass . 15-letter on 4-sign . 1-eye of 14-man . 1-eye on 2-face . 2-face of 14-man . 3-nose of 14-man . 3-nose on 2-face . 5-letter on 4-sign . 6-letter on 4-sign . 7-letter on 4-sign . 8-letter on 4-sign . 9-letter on 4-sign 
CfU-_jqW4AAmTBw,0-tie near 8-neck . 0-tie on 3-man . 10-man has 11-face . 10-man has 6-hair . 10-man wearing 15-shirt . 11-face of 10-man . 12-flag behind 3-man . 13-head of 3-man . 2-ear of 3-man . 3-man has 13-head . 3-man has 2-ear . 3-man has 4-hair . 3-man has 7-face . 3-man has 8-neck . 3-man holding 12-flag . 3-man wearing 0-tie . 3-man wearing 1-shirt . 4-hair on 13-head . 7-face of 3-man . 9-sign on 14-sign 
CfUTJmj,0-glass on 14-face . 0-glass on 1-man . 12-man wearing 11-tie . 12-man wearing 6-glass . 14-face of 1-man . 1-man has 13-hair . 1-man has 14-face . 1-man wearing 0-glass . 1-man wearing 7-shirt . 5-sign on 15-sign . 6-glass on 2-face . 8-woman has 10-hair . 9-woman wearing 11-tie . 9-woman wearing 6-glass 
CguD5hk,0-eye of 1-bird . 10-letter on 5-sign . 12-letter on 5-sign . 13-letter on 5-sign . 14-letter on 11-sign . 15-face of 1-bird . 1-bird has 0-eye . 1-bird has 15-face . 1-bird has 2-head . 1-bird has 3-nose . 1-bird has 4-eye . 1-bird has 6-arm . 1-bird on 5-sign . 2-head of 1-bird . 3-nose of 1-bird . 4-eye of 1-bird . 6-arm of 1-bird . 7-letter on 5-sign . 8-letter on 5-sign . 9-letter on 11-sign 
CibcteKWsAEgqh0,15-sign behind 7-tree . 2-glass on 10-face . 7-tree wearing 9-helmet . 8-window on 1-shirt . 9-helmet on 14-head 
CIFrUHV,0-arm of 1-man . 12-face of 3-man . 15-arm of 1-man . 1-man has 0-arm . 1-man has 15-arm . 1-man has 4-hand . 1-man has 9-leg . 1-man wearing 14-pant . 3-man has 12-face . 3-man has 7-head . 3-man has 8-hand . 3-man wearing 11-shirt . 3-man wearing 6-hat . 6-hat on 3-man . 6-hat on 7-head . 7-head of 3-man . 8-hand of 3-man . 9-leg of 1-man 
CjRhYGU,0-hat on 11-woman . 0-hat on 15-man . 10-letter on 4-sign . 11-woman has 12-ear . 11-woman has 2-face . 11-woman has 8-neck . 11-woman has 9-nose . 11-woman wearing 0-hat . 11-woman wearing 5-tie . 12-ear of 11-woman . 13-letter on 4-sign . 14-letter on 4-sign . 15-man wearing 0-hat . 15-man wearing 5-tie . 5-tie near 8-neck . 6-letter on 4-sign . 7-letter on 4-sign . 9-nose of 11-woman 
CjZPiloXAAA1v_W,10-eye of 6-man . 11-eye of 6-man . 12-sign behind 6-man . 14-ear of 6-man . 15-arm of 6-man . 1-glass on 4-face . 1-glass on 6-man . 3-nose of 6-man . 3-nose on 4-face . 4-face of 6-man . 5-mouth of 6-man . 6-man has 0-hair . 6-man has 10-eye . 6-man has 11-eye . 6-man has 13-neck . 6-man has 14-ear . 6-man has 15-arm . 6-man has 3-nose . 6-man has 4-face . 6-man has 5-mouth . 6-man has 8-ear . 6-man wearing 1-glass . 6-man wearing 2-shirt . 6-man wearing 9-jacket . 8-ear of 6-man 
CkbzAqAUoAUJ311,11-face of 7-woman . 12-woman has 3-hair . 14-woman has 0-hair . 14-woman has 4-face . 14-woman has 6-nose . 14-woman wearing 13-hat . 14-woman wearing 1-shirt . 2-hand of 7-woman . 4-face of 14-woman . 5-hat on 9-head . 6-nose of 14-woman . 6-nose on 4-face . 7-woman has 11-face . 7-woman has 2-hand . 7-woman has 8-hand . 7-woman has 9-head . 7-woman wearing 10-shirt . 7-woman wearing 5-hat . 8-hand of 7-woman . 9-head of 7-woman 
CkhmsCi,12-sign has 13-letter . 13-letter on 12-sign . 13-letter on 5-sign . 1-bear wearing 14-shirt . 2-face of 7-woman . 3-man has 6-hair . 3-man has 8-face . 3-man wearing 11-shirt . 3-man wearing 15-jacket . 3-man wearing 4-shirt . 7-woman has 0-hair . 7-woman has 2-face . 7-woman holding 9-sign . 8-face of 3-man 
cljHNxO,0-glass on 3-man . 0-glass on 8-face . 11-nose of 7-woman . 13-mouth of 7-woman . 3-man has 1-hair . 3-man has 8-face . 3-man wearing 0-glass . 3-man wearing 10-tie . 3-man wearing 14-shirt . 7-woman has 11-nose . 7-woman has 13-mouth . 7-woman has 5-hair . 7-woman has 9-head . 7-woman holding 15-sign . 8-face of 3-man . 9-head of 7-woman 
Cm96pUGVMAA7HQz,10-sign has 15-letter . 10-sign on 9-table . 11-arm of 12-person . 11-arm of 4-man . 12-person has 11-arm . 12-person has 1-hand . 15-letter on 10-sign . 1-hand of 12-person . 3-hand of 4-man . 4-man has 11-arm . 4-man has 1-hand . 4-man has 3-hand . 4-man has 5-hair . 4-man wearing 0-tie . 4-man wearing 7-shirt . 4-man wearing 8-jacket . 6-head has 5-hair 
CMQqhImUkAAKeno,0-tie near 8-neck . 0-tie on 2-man . 10-eye of 2-man . 11-ear of 2-man . 12-eye of 2-man . 13-eye of 2-man . 14-mouth of 2-man . 1-hair on 6-head . 2-man has 10-eye . 2-man has 11-ear . 2-man has 12-eye . 2-man has 13-eye . 2-man has 14-mouth . 2-man has 1-hair . 2-man has 4-nose . 2-man has 5-face . 2-man has 6-head . 2-man has 7-ear . 2-man has 8-neck . 2-man wearing 0-tie . 2-man wearing 3-shirt . 2-man wearing 9-jacket . 3-shirt under 9-jacket . 4-nose of 2-man . 5-face of 2-man . 6-head of 2-man . 7-ear of 2-man 
COkaPpN,10-letter on 0-sign . 10-letter on 6-letter . 11-letter on 0-sign . 14-light on 0-sign . 15-face has 5-eye . 15-face has 9-eye . 2-letter on 0-sign . 2-letter on 6-letter . 3-letter on 0-sign . 3-letter on 6-letter . 4-light on 15-face . 5-eye on 15-face . 6-letter on 0-sign . 7-handle on 15-face . 8-letter on 0-sign . 9-eye on 15-face 
CpGttnLXYAATNHh,10-girl has 11-nose . 10-girl has 7-hair . 10-girl has 8-face . 10-girl wearing 1-shirt . 11-nose of 10-girl . 11-nose on 8-face . 12-man has 2-hand . 12-man holding 14-box . 13-face of 3-man . 3-man has 13-face . 3-man has 5-hand . 3-man has 6-hair . 3-man has 9-head . 3-man wearing 0-tie . 3-man wearing 4-shirt . 5-hand of 3-man . 6-hair on 9-head . 8-face of 10-girl . 9-head of 3-man 
CPVA4poWoAAhOs6,0-eye of 7-woman . 10-neck of 7-woman . 11-letter on 8-sign . 12-head of 7-woman . 13-letter on 6-shirt . 14-letter on 6-shirt . 15-letter on 8-sign . 1-nose of 7-woman . 3-eye of 7-woman . 4-face of 7-woman . 5-mouth of 7-woman . 7-woman has 0-eye . 7-woman has 10-neck . 7-woman has 12-head . 7-woman has 1-nose . 7-woman has 2-hair . 7-woman has 3-eye . 7-woman has 4-face . 7-woman has 5-mouth . 7-woman has 9-eye . 7-woman wearing 6-shirt . 8-sign behind 7-woman . 9-eye of 7-woman 
CqMB3fnW8AAsYQp,0-man holding 12-box . 0-man wearing 2-hat . 0-man wearing 8-shoe . 10-man wearing 2-hat . 11-building has 3-window . 3-window on 11-building . 4-sign in 3-window . 9-sign on 11-building 
Crp2aRz,10-sign on 1-building . 10-sign on 7-building . 12-window on 1-building . 12-window on 4-tower . 2-window on 1-building . 2-window on 4-tower . 8-sign on 1-building . 8-sign on 4-tower . 9-window on 1-building 
CsdehGlWgAAv2HI,0-man wearing 3-hat . 0-man wearing 5-pant . 2-person wearing 3-hat . 2-person wearing 5-pant 
CUsbUT2,10-head of 11-woman . 10-head of 4-man . 11-woman has 10-head . 11-woman has 15-hair . 13-head of 3-elephant . 15-hair on 10-head . 2-woman has 14-hair . 2-woman wearing 9-shirt . 3-elephant has 13-head . 3-elephant has 7-ear . 3-elephant on 12-sign . 4-man has 10-head . 4-man has 15-hair . 4-man wearing 0-shirt . 7-ear of 3-elephant 
CuvsjyLWgAAXnz9,0-man wearing 1-shirt . 10-man has 11-hair . 10-man has 3-face . 10-man has 6-head . 10-man wearing 12-glass . 11-hair on 6-head . 12-glass on 10-man . 12-glass on 3-face . 13-head of 4-man . 2-face of 4-man . 3-face of 10-man . 4-man has 13-head . 4-man has 14-hair . 4-man has 2-face . 5-man has 11-hair . 5-man wearing 12-glass . 6-head of 10-man . 6-head of 5-man . 7-face of 0-man . 7-face of 10-man 
CVf4HDmWcAE_Q4m,0-man has 7-hair . 0-man wearing 3-jacket . 0-man wearing 4-glass . 0-man wearing 9-shirt . 10-hair on 6-head . 1-face of 2-man . 2-man has 10-hair . 2-man has 1-face . 2-man has 6-head . 4-glass on 0-man . 6-head of 2-man 
CVjO3Sz,10-letter on 0-sign . 11-letter on 0-sign . 12-letter on 0-sign . 12-letter on 1-sign . 13-cat has 3-ear . 13-cat has 6-head . 14-letter on 0-sign . 14-letter on 1-sign . 2-letter on 0-sign . 3-ear of 13-cat . 4-letter on 13-cat . 5-letter on 0-sign . 6-head of 13-cat . 7-letter on 0-sign . 8-letter on 0-sign . 8-letter on 1-sign . 9-letter on 0-sign 
CvOg2va,0-nose of 12-man . 10-woman behind 12-man . 10-woman has 14-head . 10-woman has 7-hair . 10-woman has 9-face . 10-woman wearing 3-shirt . 12-man has 0-nose . 12-man has 13-eye . 12-man has 1-mouth . 12-man has 4-eye . 12-man has 6-nose . 12-man has 8-face . 13-eye of 12-man . 14-head of 10-woman . 15-window on 5-door . 1-mouth of 12-man . 4-eye of 12-man . 5-door has 15-window . 6-nose of 12-man . 7-hair on 14-head . 8-face of 12-man . 9-face of 10-woman 
CW7tNBQU0AIADyq,10-letter on 1-sign . 11-logo on 1-sign . 12-letter on 11-logo . 12-letter on 1-sign . 13-letter on 1-sign . 2-letter on 1-sign . 3-letter on 1-sign . 4-letter on 1-sign . 5-letter on 1-sign . 6-letter on 1-sign . 7-letter on 1-sign . 8-letter on 1-sign . 9-letter on 1-sign 
CwHWOROW8AA09nd,0-hat on 12-man . 0-hat on 1-man . 10-face on 4-clock . 12-man wearing 0-hat . 12-man wearing 9-tie . 14-man holding 3-sign . 15-person wearing 6-cap . 15-person wearing 7-hat . 1-man has 5-hand . 1-man wearing 0-hat . 1-man wearing 13-shirt . 1-man wearing 9-tie . 5-hand of 1-man . 9-tie on 1-man 
CWxcn8cWcAEOWqO,0-nose of 9-woman . 0-nose on 5-face . 10-letter on 4-sign . 11-letter on 15-letter . 11-letter on 4-sign . 12-letter on 4-sign . 14-letter on 15-letter . 14-letter on 4-sign . 15-letter on 4-sign . 1-mouth of 9-woman . 2-eye of 9-woman . 3-eye of 9-woman . 4-sign behind 9-woman . 4-sign has 15-letter . 5-face of 9-woman . 6-eye of 9-woman . 9-woman has 0-nose . 9-woman has 13-hair . 9-woman has 1-mouth . 9-woman has 2-eye . 9-woman has 3-eye . 9-woman has 5-face . 9-woman has 6-eye . 9-woman has 7-hair . 9-woman holding 4-sign 
CySpKqI,0-tie near 6-neck . 0-tie on 1-man . 1-man has 3-hair . 1-man has 4-face . 1-man has 5-head . 1-man has 6-neck . 1-man wearing 0-tie . 1-man wearing 2-shirt . 1-man wearing 9-jacket . 2-shirt under 9-jacket . 3-hair on 5-head . 4-face of 1-man . 5-head of 1-man . 8-window behind 1-man 
CZrwNVe,0-ear of 4-man . 11-face of 4-man . 13-eye of 4-man . 15-head of 4-man . 2-tie on 4-man . 3-nose of 4-man . 4-man has 0-ear . 4-man has 11-face . 4-man has 13-eye . 4-man has 15-head . 4-man has 1-hair . 4-man has 3-nose . 4-man has 7-hand . 4-man holding 9-paper . 4-man wearing 14-shirt . 4-man wearing 2-tie . 4-man wearing 5-shirt . 6-man has 10-hair . 6-man has 12-face . 6-man has 7-hand . 6-man has 8-ear . 6-man holding 9-paper . 7-hand of 4-man . 7-hand of 6-man . 8-ear of 6-man . 9-paper in 7-hand 
D1uY1Ye,0-bird on 3-street . 10-letter on 1-sign . 11-letter on 1-sign . 13-letter on 1-sign . 8-letter on 1-sign 
D1xG5,13-window on 3-board . 15-man has 9-leg . 15-man holding 3-board . 15-man wearing 0-boot . 15-man wearing 10-leg . 15-man wearing 11-shoe . 15-man wearing 12-shoe . 15-man wearing 4-shoe . 15-man wearing 6-shoe . 15-man wearing 8-boot . 5-letter on 3-board . 7-light on 3-board . 9-leg of 15-man 
D40IF3q,10-eye of 11-man . 10-eye of 13-boy . 11-man has 0-hair . 11-man has 10-eye . 11-man has 4-eye . 11-man has 5-mouth . 11-man has 6-nose . 11-man has 7-ear . 11-man wearing 1-shirt . 13-boy has 0-hair . 13-boy wearing 1-shirt . 2-eye of 11-man . 2-eye of 13-boy . 4-eye of 11-man . 4-eye of 13-boy . 5-mouth of 11-man . 5-mouth of 13-boy . 6-nose of 11-man . 6-nose of 13-boy . 6-nose on 8-face . 7-ear of 11-man . 7-ear of 13-boy . 8-face of 11-man . 8-face of 13-boy . 9-head of 11-man 
D4k0puo,12-person has 2-head . 12-person has 4-hair . 12-person has 5-hand . 12-person wearing 10-shirt . 12-person wearing 13-jacket . 12-person wearing 1-coat . 12-person wearing 3-glass . 12-person wearing 6-glass . 14-logo on 13-jacket . 2-head of 12-person . 3-glass on 0-face . 4-hair on 2-head . 5-hand of 12-person . 6-glass on 0-face . 6-glass on 2-head . 7-woman has 4-hair . 7-woman wearing 1-coat . 7-woman wearing 6-glass 
d5ZqKJ5,2-nose on 6-face . 6-face has 0-eye . 6-face has 11-nose . 6-face has 14-nose . 6-face has 1-eye . 6-face has 2-nose . 6-face has 3-hair . 6-face has 4-eye . 6-face has 5-mouth 
D65y7fq,10-rock on 11-beach . 13-letter on 4-sign . 4-sign has 8-letter . 4-sign on 11-beach . 6-letter on 4-sign . 7-letter on 4-sign . 8-letter on 4-sign . 9-rock on 11-beach 
D9Hn7ll,10-letter on 0-sign . 10-letter on 1-number . 12-letter on 0-sign . 12-letter on 1-number . 14-letter on 11-sign . 14-letter on 7-logo . 3-letter on 0-sign . 3-letter on 2-paper . 4-dog on 11-sign . 4-dog on 7-logo . 5-letter on 1-number . 6-letter on 0-sign . 6-letter on 1-number . 9-letter on 0-sign 
D9Zr2dU,0-sign on 13-glass . 10-nose of 5-woman . 1-face of 5-woman . 2-sign behind 5-woman . 3-wire on 13-glass . 4-mouth of 5-woman . 5-woman has 10-nose . 5-woman has 1-face . 5-woman has 4-mouth . 5-woman has 7-hair . 5-woman has 8-nose . 8-nose of 5-woman 
DAJu7lB,0-glass on 2-man . 0-glass on 5-face . 10-head of 6-woman . 11-letter on 3-sign . 12-letter on 3-sign . 13-letter on 7-sign . 2-man has 1-hair . 2-man has 5-face . 2-man has 8-nose . 2-man wearing 0-glass . 2-man wearing 15-shirt . 3-sign has 11-letter . 4-hair on 10-head . 5-face of 2-man . 6-woman has 10-head . 6-woman has 4-hair . 6-woman has 9-mouth . 6-woman wearing 14-shirt . 8-nose of 2-man . 8-nose on 5-face . 9-mouth of 6-woman 
DB1R0kO,12-logo on 10-racket . 15-woman holding 10-racket . 4-man has 9-face . 4-man wearing 5-jacket . 8-woman has 6-hair . 8-woman holding 10-racket . 9-face of 4-man 
DBSMGfC,15-face of 1-man . 1-man has 15-face . 1-man has 2-hair . 1-man wearing 5-glass . 1-man wearing 8-jacket . 4-toilet has 10-seat . 5-glass on 15-face . 5-glass on 1-man . 6-shelf above 4-toilet . 7-man wearing 5-glass . 8-jacket on 1-man 
dCBEORM,11-letter on 9-sign . 12-screen on 8-sign . 13-logo on 1-sign . 13-logo on 3-laptop . 14-sign on 1-sign . 15-logo on 12-screen . 15-logo on 8-sign . 2-letter on 0-screen . 3-laptop on 1-sign . 4-screen on 9-sign . 5-letter on 4-screen . 5-letter on 8-sign . 5-letter on 9-sign . 6-logo on 4-screen . 6-logo on 8-sign . 6-logo on 9-sign . 7-logo on 0-screen . 7-logo on 9-sign 
dcjraqN,0-nose of 5-man . 11-letter on 12-sign . 12-sign behind 5-man . 13-letter on 12-sign . 14-letter on 12-sign . 15-letter on 12-sign . 2-face of 5-man . 3-ear of 5-man . 4-mouth of 5-man . 5-man has 0-nose . 5-man has 1-hair . 5-man has 2-face . 5-man has 3-ear . 5-man has 4-mouth . 5-man has 7-eye . 6-man has 1-hair . 7-eye of 5-man . 8-letter on 12-sign . 9-letter on 12-sign 
ddkILbG,14-door on 8-building . 2-sign on 8-building . 4-window on 8-building . 5-window on 8-building . 6-window on 8-building . 7-window on 8-building . 8-building has 14-door . 8-building has 4-window . 8-building has 5-window . 8-building has 6-window . 8-building has 7-window 
DheGAH3,0-mouth of 6-man . 11-letter on 10-sign . 12-letter on 10-sign . 14-sign behind 6-man . 15-person wearing 13-sock . 1-nose of 6-man . 1-nose on 4-face . 2-eye of 6-man . 3-eye of 6-man . 4-face of 6-man . 5-ear of 6-man . 6-man has 0-mouth . 6-man has 1-nose . 6-man has 2-eye . 6-man has 3-eye . 6-man has 4-face . 6-man has 5-ear . 6-man has 8-eye . 7-man wearing 13-sock . 8-eye of 6-man . 9-letter on 10-sign 
DLr1Uo7,0-tie near 12-neck . 0-tie on 4-man . 14-man has 7-hand . 15-arm of 4-man . 1-tree behind 5-fence . 1-tree on 13-hill . 4-man has 12-neck . 4-man has 15-arm . 4-man has 2-hair . 4-man has 9-face . 4-man holding 3-kite . 4-man wearing 0-tie . 4-man wearing 11-jacket . 4-man wearing 6-shirt . 5-fence behind 4-man . 8-rock on 13-hill . 9-face of 4-man 
DmcdsLa,5-glass on 4-head . 6-logo on 3-logo 
DNwiCOI,0-tie on 2-neck . 11-number on 12-letter . 13-paw of 6-cat . 14-leg of 6-cat . 5-pillow behind 6-cat . 6-cat has 13-paw . 6-cat has 14-leg . 6-cat has 1-face . 6-cat has 4-head 
dOjn3Mo,0-man has 5-hair . 0-man has 6-head . 0-man wearing 8-tie . 0-man wearing 9-shirt . 14-face of 1-man . 15-lamp on 12-table . 15-lamp on 2-stand . 1-man has 14-face . 1-man has 4-hair . 1-man wearing 11-shirt . 1-man wearing 7-tie . 5-hair on 6-head . 6-head of 0-man 
dOr1Ljj,0-sign on 9-screen . 10-leg of 15-desk . 11-tie on 2-man . 1-box on 15-desk . 1-box on 8-shelf . 2-man has 13-hair . 2-man has 5-head . 2-man has 6-hand . 2-man on 9-screen . 2-man wearing 11-tie . 2-man wearing 7-jacket . 4-window behind 2-man . 5-head of 2-man . 6-hand of 2-man 
dPkUsp1,0-ear of 12-person . 0-ear of 7-man . 10-face of 11-woman . 11-woman has 10-face . 11-woman has 8-hair . 12-person has 1-hair . 12-person has 2-nose . 12-person wearing 13-jacket . 12-person wearing 5-shirt . 14-letter on 4-sign . 15-logo on 4-sign . 2-nose of 12-person . 2-nose of 7-man . 2-nose on 3-face . 4-sign behind 7-man . 4-sign has 15-logo . 6-mouth of 12-person . 6-mouth of 7-man . 7-man has 0-ear . 7-man has 1-hair . 7-man has 2-nose . 7-man has 6-mouth . 7-man wearing 13-jacket . 7-man wearing 5-shirt 
